TOA5,1,CR300,21814,CR310.Std.11.01,CPU:redox_GW_deployed.CR300,16684,Table1,
7/7/25 12:45,7792,13.36,38.81,NAN,-18.35,106.6667,26.2,16914.13
7/7/25 13:00,7793,13.37,38.93,NAN,-18.08,106.2,26.2,16790.47
7/7/25 13:15,7794,13.37,38.89,NAN,-17.92,107.1333,26.2,16610.27
7/7/25 13:30,7795,13.38,39.81,NAN,-17.93,108.4,26.2,16396
7/7/25 13:45,7796,13.36,40.76,NAN,-17.99,108.2,26.2,16371.27
7/7/25 14:00,7797,13.33,41.75,NAN,-18.2,109.8,26.2,16354.8
7/7/25 14:15,7798,13.32,40.73,NAN,-18.36,110.5333,26.2,16364.8
7/7/25 14:30,7799,13.34,39.78,NAN,-18.52,110.8667,26.2,16352.8
7/7/25 14:45,7800,13.36,39.42,NAN,-18.88,111.2,26.2,16349.93
7/7/25 15:00,7801,13.35,39.53,NAN,-20.54,111.8667,26.08,16605.6
7/7/25 15:15,7802,13.35,41.72,NAN,-24.76,113,26.05333,16783.53
7/7/25 15:30,7803,13.32,42.99,NAN,-31.94,114.2667,26.1,16825.8
7/7/25 15:45,7804,13.31,42.34,NAN,-39.24,115.4667,26.12667,16848.47
7/7/25 16:00,7805,13.31,42.05,NAN,-45.02,116.1333,26.2,16857.73
7/7/25 16:15,7806,13.31,40.73,NAN,-49.13,117.4667,26.2,16858.47
7/7/25 16:30,7807,13.33,39.98,NAN,-50.89,118.4,26.2,16846.53
7/7/25 16:45,7808,13.37,40.76,NAN,-51.19,119.4,26.2,16852.27
7/7/25 17:00,7809,13.37,40.4,NAN,-51.3,120.1333,26.2,16851.33
7/7/25 17:15,7810,13.36,39,NAN,-51.35,121.4,26.2,16835.87
7/7/25 17:30,7811,13.35,38.27,NAN,-51.28,121.6667,26.2,16634.13
7/7/25 17:45,7812,13.37,38.32,NAN,-50.95,122.6667,26.2,16352.2
7/7/25 18:00,7813,13.36,38.01,NAN,-50.49,122.2667,26.2,16126.07
7/7/25 18:15,7814,13.39,36.18,NAN,-49.82,123.2667,26.2,16095.2
7/7/25 18:30,7815,13.44,33.97,NAN,-49.36,123.0667,26.2,16067.53
7/7/25 18:45,7816,13.46,32.49,NAN,-49.12,122.5333,26.2,16039.47
7/7/25 19:00,7817,13.47,31.52,NAN,-49.08,122.9333,26.2,15961.67
7/8/25 6:00,7818,13.7,22.93,NAN,-40.08,120.6667,26.2,14272.22
7/8/25 6:15,7819,13.68,23.26,NAN,-47.71,119.5333,26.3,14236.27
7/8/25 6:30,7820,13.67,24.72,NAN,-50.12,119.2,26.3,14193.8
7/8/25 6:45,7821,13.64,26.75,NAN,-51.07,117.6,26.3,14149.2
7/8/25 7:00,7822,13.58,28.88,NAN,-51.43,117.1333,26.3,14108
7/8/25 7:15,7823,13.52,31.03,NAN,-51.53,115.2667,26.3,11216.13
7/8/25 7:30,7824,13.49,32.75,NAN,-51.58,115,26.3,10997.6
7/8/25 7:45,7825,13.47,34.11,NAN,-51.66,113.2,26.3,10988.4
7/8/25 8:00,7826,13.47,35.37,NAN,-51.8,111.9333,26.3,10974.27
7/8/25 8:15,7827,13.44,36.64,NAN,-52.39,111.3333,26.3,10961.67
7/8/25 8:30,7828,13.4,37.91,NAN,-52.79,109.4,26.3,10949.73
7/8/25 8:45,7829,13.4,38.87,NAN,-52.92,108.9333,26.3,10942.33
7/8/25 9:00,7830,13.39,39.68,NAN,-53.16,107.8667,26.3,10910.6
7/8/25 9:15,7831,13.37,40.42,NAN,-53.52,106,26.3,10888.47
7/8/25 9:30,7832,13.36,41.17,NAN,-54.08,104.1333,26.3,10876.47
7/8/25 9:45,7833,13.34,41.8,NAN,-55.13,102.7333,26.3,10870.8
7/8/25 10:00,7834,13.34,41.67,NAN,-57.13,101.8667,26.3,10861.67
7/8/25 10:15,7835,13.35,41.91,NAN,-59.79,101.8,26.3,10854.53
7/8/25 10:30,7836,13.33,43.03,NAN,-62.28,101.6667,26.3,10845.87
7/8/25 10:45,7837,13.31,43.32,NAN,-64,100.6,26.37333,10841
7/8/25 11:00,7838,13.3,41.69,NAN,-65.25,98.86667,26.4,10832.93
7/8/25 11:15,7839,13.33,42.62,NAN,-66.6,100.0667,26.4,10825.53
7/8/25 11:30,7840,13.3,43.14,NAN,-67.83,99.4,26.4,10820.53
7/8/25 11:45,7841,13.3,41.96,NAN,-68.79,98.73333,26.4,10812.2
7/8/25 12:00,7842,13.3,43.85,NAN,-69.85,98.73333,26.4,10803.87
7/8/25 12:15,7843,13.28,45.41,NAN,-70.87,98.13333,26.4,10794.73
7/8/25 12:30,7844,13.26,45.54,NAN,-71.75,98.8,26.4,10780.87
7/8/25 12:45,7845,13.24,44.24,NAN,-72.46,99.06667,26.32667,15667.47
7/8/25 13:00,7846,13.24,41.87,NAN,-73.04,100,26.3,17470.73
7/8/25 13:15,7847,13.29,39.16,NAN,-73.54,99.66666,26.3,17474.53
7/8/25 13:30,7848,13.35,36.13,NAN,-73.84,99.93333,26.3,17429.53
7/8/25 13:45,7849,13.42,32.08,NAN,-1.376,101.2,26.3,17366.73
7/8/25 14:00,7850,13.46,30.59,NAN,-11.29,101.9333,26.3,17378.13
7/8/25 14:15,7851,13.47,30.61,NAN,-28.25,103.9333,26.3,17372.8
7/8/25 14:30,7852,13.48,33.54,NAN,-53.27,105.2,26.3,17373
7/8/25 14:45,7853,13.4,38.07,NAN,-56,107.4,26.3,17372.27
7/8/25 15:00,7854,13.33,40.86,NAN,-57.88,107.4,26.3,17365.27
7/8/25 15:15,7855,13.31,42.23,NAN,-59.3,108.0667,26.3,17368.13
7/8/25 15:30,7856,13.3,43.34,NAN,-60.74,109.0667,26.3,17366.13
7/8/25 15:45,7857,13.27,44.31,NAN,-62.46,111.0667,26.3,17366.73
7/8/25 16:00,7858,13.24,44.74,NAN,-64.55,112,26.3,17359.87
7/8/25 16:15,7859,13.27,44.81,NAN,-67.03,112.4,26.3,17358.93
7/8/25 16:30,7860,13.28,44.51,NAN,-69.7,113,26.3,17360.73
7/8/25 16:45,7861,13.26,43.89,NAN,-71.57,113.7333,26.3,17365
7/8/25 17:00,7862,13.26,42.97,NAN,-72.18,115.9333,26.3,17370.93
7/8/25 17:15,7863,13.28,41.21,NAN,-72.34,116.7333,26.3,17401.13
7/8/25 17:30,7864,13.31,40.29,NAN,-72.29,118.6,26.3,17400.2
7/8/25 17:45,7865,13.3,39.93,NAN,-72.14,118.6667,26.3,17331.13
7/8/25 18:00,7866,13.3,39.35,NAN,-71.94,118.3333,26.3,17146.07
7/8/25 18:15,7867,13.34,37.51,NAN,-71.74,117.3333,26.3,17130.6
7/8/25 18:30,7868,13.37,35.32,NAN,-71.55,119.6,26.3,17083.07
7/8/25 18:45,7869,13.39,33.88,NAN,-71.38,119.9333,26.3,17100.73
7/8/25 19:00,7870,13.41,33.04,NAN,-71.52,120,26.3,17009.87
7/9/25 6:00,7871,13.77,18.97,NAN,-50.4,120.5556,26.4,16241.56
7/9/25 6:15,7872,13.75,19.26,NAN,-59.14,120,26.4,16252.73
7/9/25 6:30,7873,13.76,20.96,NAN,-61.51,119.8,26.4,16460.87
7/9/25 6:45,7874,13.7,23.14,NAN,-60.47,118.8667,26.4,16437.33
7/9/25 7:00,7875,13.66,25.25,NAN,-56.46,117.8,26.4,16421.67
7/9/25 7:15,7876,13.61,27.14,NAN,-54.98,117.7333,26.4,16264.13
7/9/25 7:30,7877,13.56,29.12,NAN,-54.3,116.8,26.4,16238
7/9/25 7:45,7878,13.54,30.74,NAN,-53.85,116.4,26.4,16042.6
7/9/25 8:00,7879,13.52,32.12,NAN,-53.94,115.4667,26.4,15891.87
7/9/25 8:15,7880,13.5,33.37,NAN,-54.87,114.6,26.4,15876.87
7/9/25 8:30,7881,13.48,34.32,NAN,-55.89,112.9333,26.4,15862.27
7/9/25 8:45,7882,13.47,35.35,NAN,-57.12,110.8667,26.43333,15841.87
7/9/25 9:00,7883,13.45,36.19,NAN,-58.62,111.2667,26.42667,15793.87
7/9/25 9:15,7884,13.41,36.96,NAN,-59.38,108.3333,26.46667,15752.47
7/9/25 9:30,7885,13.4,37.23,NAN,-59.71,106.9333,26.5,15732.13
7/9/25 9:45,7886,13.4,37.78,NAN,-60.04,105.8,26.5,15662.73
7/9/25 10:00,7887,13.38,38.35,NAN,-60.51,103.2667,26.5,15643.07
7/9/25 10:15,7888,13.38,39.04,NAN,-61.14,100.9333,26.5,15626.47
7/9/25 10:30,7889,13.38,39.67,NAN,-61.76,99,26.5,15612.87
7/9/25 10:45,7890,13.37,40.36,NAN,-62.27,98.06667,26.5,15602.87
7/9/25 11:00,7891,13.34,40.86,NAN,-62.76,97.33334,26.5,15594.93
7/9/25 11:15,7892,13.31,41.28,NAN,-63.33,97.33334,26.5,15540.6
7/9/25 11:30,7893,13.29,41.53,NAN,-64.12,97,26.5,15415.93
7/9/25 11:45,7894,13.32,41.84,NAN,-65.14,97,26.5,15403.53
7/9/25 12:00,7895,13.33,42.41,NAN,-66.29,-5955.333,28.82667,6167
7/9/25 12:15,7896,13.32,43.01,NAN,-67.41,-9990,40.70667,14.73333
7/9/25 12:30,7897,13.33,43.44,NAN,-68.69,-9990,48.1,0.2666667
7/9/25 12:45,7898,13.29,43.83,NAN,-69.85,-9990,52.21333,0
7/9/25 13:00,7899,13.3,44.18,NAN,-70.81,-9990,54.63333,0
7/9/25 13:15,7900,13.28,44.88,NAN,-71.68,-9990,55.91333,0
7/9/25 13:30,7901,13.27,45.42,NAN,-72.02,-464,35.28667,14080.6
7/9/25 13:45,7902,13.24,45.44,NAN,-72.39,109.8,27.60667,15944.93
7/9/25 14:00,7903,13.23,45.6,NAN,-72.99,109.3333,26.82667,15924.07
7/9/25 14:15,7904,13.23,46,NAN,-74.09,109,26.62,15883
7/9/25 14:30,7905,13.24,46.41,NAN,-75.05,108.4,26.50667,15851.4
7/9/25 14:45,7906,13.26,46.41,NAN,-75.62,107.9333,26.5,15814
7/9/25 15:00,7907,13.25,46.43,NAN,-76.23,109,26.41333,15780.67
7/9/25 15:15,7908,13.26,46.03,NAN,-77.21,109.0667,26.4,15783.27
7/9/25 15:30,7909,13.25,45.93,NAN,-82.5,108.2667,26.4,15824.87
7/9/25 15:45,7910,13.26,45.58,NAN,-90.4,107.7333,26.4,15816.6
7/9/25 16:00,7911,13.25,44.8,NAN,-93.9,108,26.32,15797.13
7/9/25 16:15,7912,13.25,45.07,NAN,-93,109.3333,26.3,15767.2
7/9/25 16:30,7913,13.25,45.12,NAN,-92.2,111.0667,26.3,15734.07
7/9/25 16:45,7914,13.26,44.57,NAN,-92,111.6667,26.3,15708
7/9/25 17:00,7915,13.27,43.01,NAN,-91.2,111.3333,26.3,15673.53
7/9/25 17:15,7916,13.31,40.81,NAN,-89.6,112.8,26.3,15587.2
7/9/25 17:30,7917,13.32,39.81,NAN,-88.3,114.7333,26.3,15545.8
7/9/25 17:45,7918,13.33,39.72,NAN,-87.3,115.3333,26.3,15516.73
7/9/25 18:00,7919,13.33,39.61,NAN,-86.4,116.0667,26.23333,15483.33
7/9/25 18:15,7920,13.36,37.86,NAN,-85.5,117.2,26.2,15443.87
7/9/25 18:30,7921,13.42,35.37,NAN,-84.6,117.8667,26.2,15403.33
7/9/25 18:45,7922,13.44,33.73,NAN,-83.8,118.8667,26.2,15365.53
7/9/25 19:00,7923,13.44,32.64,NAN,-83.1,119.2667,26.2,15335.27
7/9/25 19:15,7924,13.46,31.76,NAN,-82.4,119.8,26.2,15293.73
7/10/25 6:00,7925,13.74,19.79,NAN,-58.12,123.875,26.3625,13929.25
7/10/25 6:15,7926,13.74,20.12,NAN,-66.2,123.4667,26.4,13915.53
7/10/25 6:30,7927,13.72,22.02,NAN,-68.84,123.2667,26.4,13880.4
7/10/25 6:45,7928,13.67,24.25,NAN,-70.02,123.2667,26.4,13834.8
7/10/25 7:00,7929,13.61,26.58,NAN,-70.68,122.6,26.4,13768.2
7/10/25 7:15,7930,13.57,28.81,NAN,-71.19,122.6667,26.4,13311
7/10/25 7:30,7931,13.53,30.99,NAN,-71.64,121.6,26.4,13282.73
7/10/25 7:45,7932,13.51,32.92,NAN,-72.04,122,26.4,13221.2
7/10/25 8:00,7933,13.48,34.41,NAN,-72.44,121,26.4,13162.87
7/10/25 8:15,7934,13.44,35.62,NAN,-72.85,119.4667,26.4,13139.27
7/10/25 8:30,7935,13.42,36.71,NAN,-73.38,119.0667,26.4,13113
7/10/25 8:45,7936,13.41,38.07,NAN,-73.97,117.9333,26.40667,13095.87
7/10/25 9:00,7937,13.4,39.24,NAN,-74.6,116.8,26.48,13073.8
7/10/25 9:15,7938,13.37,39.71,NAN,-75.25,113.3333,26.5,13051.73
7/10/25 9:30,7939,13.36,39.9,NAN,-75.88,111.3333,26.5,13026.87
7/10/25 9:45,7940,13.34,40.32,NAN,-76.49,109.8,26.5,12985.13
7/10/25 10:00,7941,13.35,40.75,NAN,-77.12,108,26.5,12966.4
7/10/25 10:15,7942,13.36,40.98,NAN,-77.79,107.7333,26.5,12928.4
7/10/25 10:30,7943,13.35,41.02,NAN,-78.53,105.7333,26.5,12890.13
7/10/25 10:45,7944,13.34,40.97,NAN,-79.23,104.2,26.5,12867.53
7/10/25 11:00,7945,13.35,41.1,NAN,-79.87,102.5333,26.5,12848.53
7/10/25 11:15,7946,13.34,41.05,NAN,-80.5,100.2667,26.5,12827.93
7/10/25 11:30,7947,13.35,41.18,NAN,-81.1,99.53333,26.5,12806.6
7/10/25 11:45,7948,13.33,41.56,NAN,-81.7,97.73333,26.5,12788.33
7/10/25 12:00,7949,13.34,41.83,NAN,-82.5,96.13333,26.5,12772.87
7/10/25 12:15,7950,13.32,42.01,NAN,-82.9,95.2,26.5,12756.73
7/10/25 12:30,7951,13.31,42.22,NAN,-83.3,94.4,26.5,12735.8
7/10/25 12:45,7952,13.33,42.56,NAN,-84.1,94.2,26.5,12701
7/10/25 13:00,7953,13.3,43.14,NAN,-84.6,94.93333,26.5,12679
7/10/25 13:15,7954,13.28,43.28,NAN,-85.1,93.93333,26.5,12674.8
7/10/25 13:30,7955,13.29,43.68,NAN,-85.6,93.4,26.5,12733.8
7/10/25 13:45,7956,13.29,43.52,NAN,-86.2,93.66666,26.5,12713.73
7/10/25 14:00,7957,13.27,43.09,NAN,-87.4,94.6,26.5,12723.07
7/10/25 14:15,7958,13.29,41.85,NAN,-90.9,95.06667,26.5,12692.2
7/10/25 14:30,7959,13.3,41.82,NAN,-96.1,95.33334,26.5,12630.2
7/10/25 14:45,7960,13.29,43.11,NAN,-101.7,96.13333,26.5,12638.07
7/10/25 15:00,7961,13.31,43.68,NAN,-104.4,96.53333,26.5,12628.33
7/10/25 15:15,7962,13.31,43.65,NAN,-103.5,96.66666,26.5,12610.6
7/10/25 15:30,7963,13.3,44.01,NAN,-103,98.33334,26.5,12589.73
7/10/25 15:45,7964,13.28,43.88,NAN,-102.9,100.4,26.5,12563.93
7/10/25 16:00,7965,13.28,43.78,NAN,-102.4,101.0667,26.5,12532.93
7/10/25 16:15,7966,13.31,43.91,NAN,-101.1,102.3333,26.5,12483.13
7/10/25 16:30,7967,13.31,43.69,NAN,-100,104.1333,26.5,12457.73
7/10/25 16:45,7968,13.34,42.66,NAN,-99.2,104.8667,26.5,12429.2
7/10/25 17:00,7969,13.32,41.33,NAN,-98.3,106.9333,26.5,12395.07
7/10/25 17:15,7970,13.32,39.6,NAN,-97.5,108.1333,26.5,12360.6
7/10/25 17:30,7971,13.34,39.22,NAN,-96.9,108.8667,26.5,12331
7/10/25 17:45,7972,13.35,39.29,NAN,-96.2,108.8667,26.5,12298.4
7/10/25 18:00,7973,13.36,39.18,NAN,-95.4,110.6667,26.5,12279.27
7/10/25 18:15,7974,13.37,37.55,NAN,-95.1,112.4667,26.5,12102.4
7/10/25 18:30,7975,13.41,35.71,NAN,-94.5,114.1333,26.5,11921.47
7/10/25 18:45,7976,13.43,34.44,NAN,-93.8,115.8,26.45333,11738
7/10/25 19:00,7977,13.44,33.55,NAN,-93.1,117.3333,26.4,11688.2
7/11/25 6:00,7978,13.58,26.95,NAN,-55.93,122.5,26.5,8289.125
7/11/25 6:15,7979,13.61,26.81,NAN,-59.56,122.5333,26.5,8278.134
7/11/25 6:30,7980,13.62,27.44,NAN,-61.57,122.2667,26.5,8260
7/11/25 6:45,7981,13.6,28.64,NAN,-63.37,122.1333,26.5,8241.134
7/11/25 7:00,7982,13.57,29.9,NAN,-65.27,122.7333,26.58,8219.934
7/11/25 7:15,7983,13.53,31.27,NAN,-66.52,122.6667,26.6,8201
7/11/25 7:30,7984,13.49,32.23,NAN,-67.92,123.2667,26.6,8132.6
7/11/25 7:45,7985,13.51,30.74,NAN,-69.52,122.6,26.6,8088.6
7/11/25 8:00,7986,13.5,29.48,NAN,-70.5,121.5333,26.6,8035.467
7/11/25 8:15,7987,13.53,29.08,NAN,-71.72,120.9333,26.6,8009.867
7/11/25 8:30,7988,13.52,29.42,NAN,-72.83,119.7333,26.6,7992.867
7/11/25 8:45,7989,13.53,29.63,NAN,-73.82,118.3333,26.6,7954.667
7/11/25 9:00,7990,13.51,29.88,NAN,-74.92,116.0667,26.6,7823.667
7/11/25 9:15,7991,13.53,30.52,NAN,-75.55,114.8667,26.6,7807.667
7/11/25 9:30,7992,13.53,31.59,NAN,-76.35,113,26.6,7791.6
7/11/25 9:45,7993,13.51,32.66,NAN,-77,111.2667,26.6,7773.333
7/11/25 10:00,7994,13.46,34.07,NAN,-78.44,109.7333,26.6,7753.667
7/11/25 10:15,7995,13.45,36.82,NAN,-79.32,108.2667,26.64667,7735.067
7/11/25 10:30,7996,13.41,38.37,NAN,-80.1,106.4667,26.7,7720.667
7/11/25 10:45,7997,13.38,39.56,NAN,-81,104.6667,26.7,7708.2
7/11/25 11:00,7998,13.36,41.06,NAN,-81.9,103.5333,26.7,7690.467
7/11/25 11:15,7999,13.34,41.47,NAN,-82.6,101.2,26.7,7672.8
7/11/25 11:30,8000,13.33,41.71,NAN,-83.4,99.93333,26.7,7650.467
7/11/25 11:45,8001,13.37,40.6,NAN,-83.9,98.6,26.7,7634.333
7/11/25 12:00,8002,13.37,38.65,NAN,-84.5,96.73333,26.7,7620.667
7/11/25 12:15,8003,13.37,37.24,NAN,-84.7,96.73333,26.7,7608.267
7/11/25 12:30,8004,13.37,37.27,NAN,-85.3,95,26.7,15864.53
7/11/25 12:45,8005,13.4,37.67,NAN,-85.9,93.6,26.7,17886.4
7/11/25 13:00,8006,13.43,38.04,NAN,-86.1,92.66666,26.7,17847.93
7/11/25 13:15,8007,13.43,37.14,NAN,-86.6,92.26667,26.7,17852
7/11/25 13:30,8008,13.43,35.82,NAN,-87.2,90.46667,26.7,17864.87
7/11/25 13:45,8009,13.42,35.14,NAN,-88,90.13333,26.7,17946.8
7/11/25 14:00,8010,13.44,35.57,NAN,-88.9,90,26.7,17957.53
7/11/25 14:15,8011,13.41,38.16,NAN,-89.3,90.46667,26.7,17945.8
7/11/25 14:30,8012,13.37,40.68,NAN,-90,90.06667,26.7,17956.87
7/11/25 14:45,8013,13.34,41.9,NAN,-90.6,89.8,26.7,17964.47
7/11/25 15:00,8014,13.33,42.1,NAN,-92.9,90.73333,26.7,17993.73
7/11/25 15:15,8015,13.31,42.29,NAN,-95.4,90.73333,26.7,18007.53
7/11/25 15:30,8016,13.32,42.46,NAN,-95.5,91.86667,26.7,17995.6
7/11/25 15:45,8017,13.34,42.57,NAN,-93.7,93.46667,26.7,17805.47
7/11/25 16:00,8018,13.31,42.13,NAN,-93.3,93.33334,26.7,17464.07
7/11/25 16:15,8019,13.31,41.72,NAN,-93.4,95,26.7,17411.93
7/11/25 16:30,8020,13.34,41.14,NAN,-92.4,96.46667,26.7,17385.33
7/11/25 16:45,8021,13.34,40.23,NAN,-91.7,98.13333,26.7,17361.73
7/11/25 17:00,8022,13.35,39.04,NAN,-91.1,100.2,26.64667,17338.07
7/11/25 17:15,8023,13.35,37.84,NAN,-90.5,100.4667,26.67333,17313.73
7/11/25 17:30,8024,13.36,37.25,NAN,-90.1,100.8,26.64,17294.87
7/11/25 17:45,8025,13.37,37.29,NAN,-90.1,102.6667,26.6,17280.13
7/11/25 18:00,8026,13.38,37.06,NAN,-90.5,105,26.6,17261.33
7/11/25 18:15,8027,13.39,35.79,NAN,-90,105.2,26.6,17217.67
7/11/25 18:30,8028,13.42,34.4,NAN,-89,107.4667,26.60667,17650.53
7/11/25 18:45,8029,13.44,33.41,NAN,-88.5,108.5333,26.6,18059.13
7/11/25 19:00,8030,13.47,32.55,NAN,-88.5,109.4,26.6,18054.27
7/11/25 19:15,8031,13.49,31.94,NAN,-88.9,109.6,26.6,18046.2
7/12/25 6:00,8032,13.61,25.52,NAN,-58.79,113.75,26.6875,16268
7/12/25 6:15,8033,13.6,25.29,NAN,-62.67,112.8667,26.7,16257.87
7/12/25 6:30,8034,13.63,25.89,NAN,-64.72,112.4,26.7,16082.73
7/12/25 6:45,8035,13.59,27.62,NAN,-66.12,113.6667,26.7,15802.2
7/12/25 7:00,8036,13.54,29.52,NAN,-67.35,114.6,26.7,15671.33
7/12/25 7:15,8037,13.54,30.34,NAN,-68.55,114.8,26.7,15667.4
7/12/25 7:30,8038,13.53,29.63,NAN,-69.71,114.3333,26.7,15656.47
7/12/25 7:45,8039,13.54,29.61,NAN,-70.83,114.0667,26.7,15645.93
7/12/25 8:00,8040,13.54,30.62,NAN,-71.83,113.4,26.7,15602.93
7/12/25 8:15,8041,13.54,30.85,NAN,-72.62,113.1333,26.7,15539.93
7/12/25 8:30,8042,13.51,30.76,NAN,-73.33,112.8,26.7,15523.07
7/12/25 8:45,8043,13.53,31.31,NAN,-74.09,112.4667,26.7,15431.53
7/12/25 9:00,8044,13.53,31.12,NAN,-74.81,111.9333,26.7,15428.53
7/12/25 9:15,8045,13.53,30.89,NAN,-75.49,111.0667,26.7,15375.8
7/12/25 9:30,8046,13.54,31.06,NAN,-76.16,110,26.7,15327.93
7/12/25 9:45,8047,13.52,30.74,NAN,-76.8,109.2667,26.7,15315.53
7/12/25 10:00,8048,13.52,31.52,NAN,-77.4,108.1333,26.7,15311.4
7/12/25 10:15,8049,13.49,34.14,NAN,-78.08,106.0667,26.7,15276
7/12/25 10:30,8050,13.45,35.76,NAN,-78.79,104.4667,26.7,15155.93
7/12/25 10:45,8051,13.44,36.24,NAN,-79.51,103.5333,26.7,14961.33
7/12/25 11:00,8052,13.43,37.05,NAN,-80.2,101.9333,26.7,14790.07
7/12/25 11:15,8053,13.4,36.49,NAN,-80.8,99.93333,26.7,14641.2
7/12/25 11:30,8054,13.42,36.65,NAN,-81.4,97.86667,26.7,14631.4
7/12/25 11:45,8055,13.4,37.49,NAN,-82.1,96.33334,26.75333,14624.33
7/12/25 12:00,8056,13.41,36.68,NAN,-82.7,94.13333,26.79333,14612.8
7/12/25 12:15,8057,13.42,35.95,NAN,-83.3,92.86667,26.8,14599.27
7/12/25 12:30,8058,13.44,35.85,NAN,-83.9,91.66666,26.8,14593.53
7/12/25 12:45,8059,13.44,36.33,NAN,-84.5,91.26667,26.8,14581.87
7/12/25 13:00,8060,13.41,37.62,NAN,-85.2,90.53333,26.8,14572.53
7/12/25 13:15,8061,13.39,36.94,NAN,-85.8,90.93333,26.8,14565.27
7/12/25 13:30,8062,13.4,35.77,NAN,-86.3,90,26.8,14543.8
7/12/25 13:45,8063,13.37,36.74,NAN,-86.8,89.33334,26.8,14350
7/12/25 14:00,8064,13.36,39.24,NAN,-87.5,88.73333,26.8,14291.6
7/12/25 14:15,8065,13.38,40.15,NAN,-88.1,88.4,26.8,14282.2
7/12/25 14:30,8066,13.35,41.26,NAN,-88.7,88.53333,26.8,14118.33
7/12/25 14:45,8067,13.32,42.2,NAN,-90.5,88.8,26.8,13878.93
7/12/25 15:00,8068,13.31,42.7,NAN,-94,87.93333,26.8,13935.73
7/12/25 15:15,8069,13.32,42.84,NAN,-97.2,88.26667,26.8,13964.53
7/12/25 15:30,8070,13.33,41.01,NAN,-96.9,88.13333,26.8,13563.53
7/12/25 15:45,8071,13.36,38.15,NAN,-94.9,86.53333,26.8,13386.33
7/12/25 16:00,8072,13.37,37.43,NAN,-95,87,26.74667,13507.33
7/12/25 16:15,8073,13.36,37.65,NAN,-95.1,88.13333,26.7,13523.33
7/12/25 16:30,8074,13.38,36.85,NAN,-94.7,89.2,26.7,13505.53
7/12/25 16:45,8075,13.41,35.57,NAN,-94.2,90.06667,26.7,13212.87
7/12/25 17:00,8076,13.43,35.73,NAN,-93.9,91.93333,26.7,13179.33
7/12/25 17:15,8077,13.45,35.9,NAN,-93.7,93.53333,26.7,13161.67
7/12/25 17:30,8078,13.43,34.29,NAN,-93.6,93.2,26.7,13141.47
7/12/25 17:45,8079,13.47,32.81,NAN,-93.8,94.86667,26.7,13145.4
7/12/25 18:00,8080,13.49,30.59,NAN,-93.9,95.6,26.7,13132.13
7/12/25 18:15,8081,13.52,29.29,NAN,-93.6,96.46667,26.7,13104.47
7/12/25 18:30,8082,13.55,28.25,NAN,-93.2,98.13333,26.7,13085.8
7/12/25 18:45,8083,13.55,27.67,NAN,-93,98.8,26.7,13064.93
7/12/25 19:00,8084,13.56,27.15,NAN,-92.9,100.3333,26.7,12937.53
7/12/25 19:15,8085,13.58,26.59,NAN,-92.8,102.9333,26.7,12898.53
7/13/25 6:00,8086,13.78,18.7,NAN,-65.2,105.1429,26.7,16926.57
7/13/25 6:15,8087,13.76,19.21,NAN,-68.49,106,26.7,16936.33
7/13/25 6:30,8088,13.75,20.86,NAN,-70.55,106.6,26.7,16912.67
7/13/25 6:45,8089,13.69,22.76,NAN,-71.99,106.4667,26.7,16894.2
7/13/25 7:00,8090,13.66,24.43,NAN,-73.34,107.2667,26.7,16873.07
7/13/25 7:15,8091,13.62,25.99,NAN,-74.73,108.9333,26.7,16857.8
7/13/25 7:30,8092,13.6,27.79,NAN,-76.3,109.0667,26.7,16841.4
7/13/25 7:45,8093,13.56,29.6,NAN,-77.98,109.2667,26.67333,17239.33
7/13/25 8:00,8094,13.53,31.18,NAN,-79.55,108.7333,26.6,18075.8
7/13/25 8:15,8095,13.5,32.34,NAN,-81,109.4667,26.67333,18077.07
7/13/25 8:30,8096,13.48,33.45,NAN,-82.3,108.6,26.7,18084.93
7/13/25 8:45,8097,13.48,34.35,NAN,-83.3,109.3333,26.7,18084.73
7/13/25 9:00,8098,13.46,35.15,NAN,-84.2,108.7333,26.7,18090.8
7/13/25 9:15,8099,13.42,35.17,NAN,-84.9,108.2667,26.7,18080.33
7/13/25 9:30,8100,13.43,34.17,NAN,-85.6,107.0667,26.7,18040.4
7/13/25 9:45,8101,13.43,34.46,NAN,-86.2,106.3333,26.7,17968.93
7/13/25 10:00,8102,13.42,35.89,NAN,-86.9,106.1333,26.7,17917.07
7/13/25 10:15,8103,13.4,36.68,NAN,-87.6,105.4,26.7,17583.73
7/13/25 10:30,8104,13.37,37.09,NAN,-88.3,103.9333,26.7,17574.87
7/13/25 10:45,8105,13.37,37.51,NAN,-89,103.8,26.7,17590.6
7/13/25 11:00,8106,13.36,38.2,NAN,-89.8,102.6,26.7,17608.4
7/13/25 11:15,8107,13.4,38.61,NAN,-90.5,101.6,26.7,17592.4
7/13/25 11:30,8108,13.38,39.07,NAN,-91.4,98.86667,26.36,12846.73
7/13/25 11:45,8109,13.37,39.72,NAN,-92.2,97.66666,26.48667,12100.47
7/13/25 12:00,8110,13.37,40.2,NAN,-93,95.2,26.6,12055.73
7/13/25 12:15,8111,13.35,40.63,NAN,-93.9,94.46667,26.64667,12021.6
7/13/25 12:30,8112,13.36,40.96,NAN,-94.6,92.53333,26.7,12016.53
7/13/25 12:45,8113,13.33,41.29,NAN,-95.4,91.06667,26.7,12004.93
